                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.4107,                 1.1319,                 1.5287,                0.79166,                0.79076,                0.84545,                0.62885,                 1.0772,                 1.0994,                 1.3482,               0.007624,               0.007624,               0.007624
                     75,                 1.3984,                 1.1139,                 1.5123,                0.81128,                0.78763,                0.84973,                0.63953,                 1.0678,                 1.0652,                 1.3503,               0.007591,               0.007591,               0.007591
                     76,                  1.391,                 1.1113,                 1.5001,                0.80568,                0.79238,                 0.8527,                0.64397,                  1.075,                 1.0428,                 1.3522,               0.007558,               0.007558,               0.007558
                     77,                 1.4145,                 1.1322,                 1.5252,                 0.8168,                0.80424,                 0.8609,                0.64529,                 1.0673,                 1.0654,                 1.3476,               0.007525,               0.007525,               0.007525
                     78,                 1.4049,                 1.1383,                 1.5265,                 0.8084,                0.79226,                0.84664,                 0.6299,                 1.0717,                 1.0962,                 1.3548,               0.007492,               0.007492,               0.007492
                     79,                 1.3986,                 1.1296,                 1.5185,                0.79271,                0.76949,                0.84178,                0.63316,                 1.0637,                 1.0678,                 1.3408,               0.007459,               0.007459,               0.007459
                     80,                  1.398,                   1.12,                 1.5146,                0.81337,                0.80025,                0.86419,                0.65483,                 1.0639,                 1.0145,                 1.3352,               0.007426,               0.007426,               0.007426
                     81,                 1.3938,                 1.0995,                 1.5067,                0.80336,                0.80056,                0.85443,                 0.6419,                 1.0674,                 1.0716,                 1.3488,               0.007393,               0.007393,               0.007393
                     82,                 1.3881,                 1.1297,                 1.5193,                0.81944,                0.82782,                0.87222,                0.65665,                 1.0524,                 1.0154,                 1.3335,                0.00736,                0.00736,                0.00736
                     83,                 1.3821,                 1.1071,                 1.4991,                0.79459,                0.81524,                 0.8628,                 0.6509,                  1.055,                 1.0216,                 1.3374,               0.007327,               0.007327,               0.007327
                     84,                 1.3978,                 1.1239,                 1.5178,                0.82516,                 0.7958,                0.85932,                0.64457,                  1.082,                  1.068,                 1.3535,               0.007294,               0.007294,               0.007294
                     85,                 1.3943,                 1.1249,                  1.514,                0.82704,                 0.8094,                 0.8689,                0.65536,                 1.0548,                 1.0361,                 1.3324,               0.007261,               0.007261,               0.007261
                     86,                   1.41,                 1.1098,                 1.5119,                0.82457,                0.81034,                0.86693,                0.66004,                 1.0574,                 1.0085,                 1.3352,               0.007228,               0.007228,               0.007228
                     87,                 1.3691,                 1.0744,                 1.4957,                 0.8268,                0.80549,                0.87255,                0.66332,                 1.0741,                 1.0204,                 1.3482,               0.007195,               0.007195,               0.007195
                     88,                 1.3746,                 1.0962,                 1.4943,                0.82932,                 0.8058,                0.87216,                 0.6611,                 1.0586,                  1.019,                 1.3315,               0.007162,               0.007162,               0.007162
                     89,                 1.3836,                 1.0851,                 1.5034,                0.82496,                0.81175,                0.87703,                0.66504,                 1.0462,                 1.0097,                 1.3278,               0.007129,               0.007129,               0.007129
