                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.3125,                0.90907,                 1.3989,                0.86713,                0.83915,                0.90413,                0.69932,                 1.0378,                0.86142,                 1.2807,               0.004951,               0.004951,               0.004951
                    156,                 1.2901,                0.89098,                 1.3877,                 0.8577,                0.84762,                 0.9064,                0.70377,                 1.0138,                 0.8555,                  1.267,               0.004918,               0.004918,               0.004918
                    157,                  1.292,                0.89948,                 1.3839,                0.86213,                0.85432,                0.91263,                0.70664,                 1.0238,                0.82239,                 1.2671,               0.004885,               0.004885,               0.004885
                    158,                 1.3023,                0.90336,                 1.3933,                0.85196,                0.85722,                0.91198,                0.70876,                 1.0244,                0.84117,                 1.2694,               0.004852,               0.004852,               0.004852
                    159,                 1.2874,                0.89956,                 1.3844,                0.86909,                0.86497,                0.91236,                0.70933,                 1.0178,                0.83954,                 1.2656,               0.004819,               0.004819,               0.004819
                    160,                 1.2834,                0.88623,                 1.3722,                0.86331,                 0.8585,                0.90789,                0.70278,                 1.0211,                0.84987,                 1.2677,               0.004786,               0.004786,               0.004786
                    161,                 1.2809,                0.88357,                 1.3802,                0.86287,                0.87107,                0.91543,                0.70989,                 1.0199,                0.81473,                 1.2729,               0.004753,               0.004753,               0.004753
                    162,                 1.3052,                0.92194,                 1.4019,                0.86305,                0.84944,                0.91018,                0.70472,                 1.0296,                0.82481,                 1.2755,                0.00472,                0.00472,                0.00472
                    163,                 1.2892,                0.89876,                 1.3864,                0.86983,                0.85371,                0.90825,                0.70363,                 1.0277,                0.83584,                 1.2703,               0.004687,               0.004687,               0.004687
                    164,                 1.2877,                 0.8885,                 1.3843,                 0.8717,                0.85852,                0.91256,                0.70654,                 1.0198,                0.83641,                 1.2684,               0.004654,               0.004654,               0.004654
                    165,                 1.2725,                0.86714,                 1.3692,                0.87162,                0.86275,                0.91905,                0.71435,                 1.0147,                 0.8032,                 1.2647,               0.004621,               0.004621,               0.004621
                    166,                 1.2791,                0.87091,                 1.3793,                0.86375,                 0.8534,                0.91155,                0.70937,                 1.0175,                0.83834,                  1.264,               0.004588,               0.004588,               0.004588
                    167,                 1.2815,                0.88033,                  1.384,                0.86425,                0.86125,                0.91512,                0.71347,                 1.0165,                0.82596,                 1.2648,               0.004555,               0.004555,               0.004555
                    168,                 1.2802,                0.87108,                 1.3808,                0.87032,                0.85352,                 0.9127,                0.70972,                 1.0078,                0.82397,                 1.2514,               0.004522,               0.004522,               0.004522
                    169,                 1.2884,                0.88016,                 1.3811,                 0.8716,                 0.8537,                0.91439,                0.70873,                 1.0183,                0.83101,                 1.2585,               0.004489,               0.004489,               0.004489
                    170,                 1.2732,                0.87032,                 1.3713,                 0.8661,                0.85707,                0.91261,                0.71057,                 1.0082,                0.81262,                 1.2531,               0.004456,               0.004456,               0.004456
                    171,                 1.2709,                0.87458,                 1.3793,                0.87108,                0.85706,                 0.9128,                0.71083,                 1.0088,                0.81846,                 1.2509,               0.004423,               0.004423,               0.004423
                    172,                 1.2749,                 0.8709,                 1.3703,                0.87143,                0.85871,                0.91686,                0.71522,                 1.0033,                0.81822,                 1.2469,                0.00439,                0.00439,                0.00439
                    173,                 1.2884,                0.88076,                 1.3845,                0.87152,                 0.8675,                0.91372,                0.71117,                 1.0047,                  0.816,                  1.246,               0.004357,               0.004357,               0.004357
                    174,                 1.2799,                0.86702,                 1.3744,                0.86517,                0.85945,                0.91254,                0.70933,                 1.0109,                0.82447,                 1.2558,               0.004324,               0.004324,               0.004324
                    175,                 1.2775,                0.86738,                 1.3692,                0.86401,                0.85792,                0.91224,                0.71122,                 1.0077,                0.82645,                 1.2478,               0.004291,               0.004291,               0.004291
                    176,                 1.2817,                0.86744,                 1.3787,                0.87285,                0.85939,                 0.9178,                0.71556,                 1.0275,                0.82718,                 1.2667,               0.004258,               0.004258,               0.004258
                    177,                 1.2864,                0.87318,                 1.3685,                0.85902,                0.86362,                0.91393,                0.71318,                 1.0126,                0.83113,                 1.2574,               0.004225,               0.004225,               0.004225
                    178,                 1.2818,                0.86461,                 1.3787,                0.87056,                0.86959,                0.91779,                0.71563,                 1.0081,                0.79814,                 1.2558,               0.004192,               0.004192,               0.004192
                    179,                  1.262,                0.85538,                 1.3713,                0.86637,                0.86922,                0.91287,                0.71241,                 1.0135,                 0.8208,                 1.2596,               0.004159,               0.004159,               0.004159
                    180,                 1.2622,                0.84666,                 1.3624,                0.86378,                0.86458,                0.91525,                0.71377,                 1.0053,                0.81388,                  1.252,               0.004126,               0.004126,               0.004126
                    181,                 1.2749,                0.85963,                 1.3687,                0.87084,                0.86108,                0.91457,                0.71625,                  1.011,                0.82588,                  1.253,               0.004093,               0.004093,               0.004093
                    182,                  1.255,                 0.8581,                 1.3607,                0.86476,                0.86706,                0.92027,                0.71921,                 1.0033,                0.80076,                 1.2537,                0.00406,                0.00406,                0.00406
                    183,                 1.2627,                   0.86,                 1.3592,                 0.8666,                0.86415,                0.91562,                0.71407,                 1.0137,                0.82594,                 1.2602,               0.004027,               0.004027,               0.004027
                    184,                 1.2647,                0.84803,                 1.3651,                 0.8682,                0.86815,                0.91563,                0.71551,                 1.0142,                0.82821,                 1.2591,               0.003994,               0.003994,               0.003994
                    185,                 1.2511,                0.83981,                 1.3571,                0.87945,                0.86367,                0.91932,                0.71938,                 1.0053,                0.80151,                 1.2539,               0.003961,               0.003961,               0.003961
                    186,                 1.2586,                0.84806,                 1.3506,                0.87509,                0.86373,                 0.9177,                0.71926,                 1.0044,                0.79211,                 1.2537,               0.003928,               0.003928,               0.003928
                    187,                 1.2529,                0.85057,                 1.3643,                0.87325,                0.86687,                0.91769,                0.71734,                 1.0022,                 0.8028,                 1.2454,               0.003895,               0.003895,               0.003895
                    188,                 1.2598,                0.84031,                 1.3589,                0.88624,                0.85803,                 0.9176,                 0.7178,                 1.0026,                0.80243,                 1.2477,               0.003862,               0.003862,               0.003862
                    189,                 1.2583,                0.84779,                 1.3587,                0.86849,                0.87597,                0.92075,                 0.7198,                 1.0059,                0.80511,                 1.2488,               0.003829,               0.003829,               0.003829
                    190,                 1.2607,                0.84237,                 1.3569,                0.86431,                0.87325,                0.91816,                0.71939,                 1.0019,                0.80072,                 1.2465,               0.003796,               0.003796,               0.003796
                    191,                 1.2493,                 0.8316,                 1.3535,                0.87677,                0.86867,                0.91968,                0.72192,                0.99719,                0.78762,                 1.2465,               0.003763,               0.003763,               0.003763
                    192,                 1.2548,                0.84729,                 1.3595,                0.85391,                0.87779,                0.91344,                0.71893,                0.99789,                0.80652,                 1.2437,                0.00373,                0.00373,                0.00373
                    193,                 1.2483,                0.84999,                 1.3626,                0.87067,                0.87233,                0.91548,                0.71737,                0.99621,                0.80084,                 1.2455,               0.003697,               0.003697,               0.003697
                    194,                 1.2417,                0.82733,                 1.3494,                0.86766,                0.87338,                0.91679,                0.71594,                0.99592,                0.79599,                 1.2445,               0.003664,               0.003664,               0.003664
                    195,                 1.2593,                0.84599,                  1.359,                0.87188,                 0.8656,                0.91943,                0.71924,                0.99361,                0.79752,                 1.2371,               0.003631,               0.003631,               0.003631
                    196,                 1.2368,                 0.8253,                 1.3436,                0.87383,                0.86207,                0.91554,                0.71663,                0.99672,                0.80341,                 1.2428,               0.003598,               0.003598,               0.003598
                    197,                 1.2662,                0.83961,                 1.3664,                0.86582,                0.86604,                0.91447,                0.71585,                 1.0019,                0.79175,                  1.246,               0.003565,               0.003565,               0.003565
                    198,                 1.2409,                0.82842,                 1.3446,                0.87603,                0.85976,                0.91457,                0.71563,                0.99684,                0.79681,                 1.2436,               0.003532,               0.003532,               0.003532
                    199,                 1.2531,                0.82302,                 1.3528,                0.86643,                0.87143,                0.91908,                0.71915,                 1.0007,                0.78156,                 1.2487,               0.003499,               0.003499,               0.003499
                    200,                 1.2514,                0.83796,                 1.3508,                0.86652,                0.86724,                0.91504,                0.71259,                0.99636,                0.80851,                 1.2436,               0.003466,               0.003466,               0.003466
                    201,                 1.2377,                0.82764,                 1.3426,                0.86957,                0.86463,                0.91646,                0.71492,                 1.0005,                0.79875,                 1.2473,               0.003433,               0.003433,               0.003433
                    202,                 1.2417,                0.82459,                 1.3499,                0.87345,                0.86601,                0.92141,                0.72044,                 1.0026,                 0.7938,                 1.2463,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.2408,                0.82486,                 1.3434,                0.86088,                0.86841,                 0.9164,                 0.7154,                0.99519,                0.80733,                 1.2414,               0.003367,               0.003367,               0.003367
                    204,                 1.2348,                0.82472,                 1.3439,                0.85566,                 0.8778,                0.91726,                  0.718,                 1.0008,                0.79922,                 1.2448,               0.003334,               0.003334,               0.003334
                    205,                 1.2301,                0.81761,                 1.3534,                0.87741,                0.87105,                0.91661,                0.71527,                 1.0014,                0.80545,                 1.2496,               0.003301,               0.003301,               0.003301
                    206,                 1.2282,                0.81027,                 1.3406,                0.86579,                0.87869,                0.92151,                0.72131,                 1.0018,                0.78034,                 1.2473,               0.003268,               0.003268,               0.003268
                    207,                 1.2457,                 0.8147,                 1.3524,                0.87233,                0.87046,                0.91965,                0.71784,                 1.0016,                0.78464,                 1.2482,               0.003235,               0.003235,               0.003235
                    208,                 1.2444,                0.82461,                 1.3493,                0.85796,                 0.8812,                 0.9189,                0.71814,                 1.0022,                0.79835,                 1.2435,               0.003202,               0.003202,               0.003202
                    209,                 1.2212,                0.80572,                 1.3328,                0.85804,                0.87597,                0.91878,                0.71916,                  1.003,                 0.8023,                 1.2421,               0.003169,               0.003169,               0.003169
                    210,                 1.2426,                0.81319,                 1.3419,                0.86947,                0.87074,                0.91701,                0.72003,                 0.9962,                0.79168,                 1.2394,               0.003136,               0.003136,               0.003136
                    211,                 1.2287,                0.80619,                 1.3349,                0.86858,                0.87351,                0.91331,                 0.7157,                0.99348,                0.80203,                 1.2396,               0.003103,               0.003103,               0.003103
                    212,                 1.2303,                0.80661,                 1.3374,                0.87709,                0.87036,                0.91741,                0.72026,                0.99506,                 0.8037,                 1.2434,                0.00307,                0.00307,                0.00307
                    213,                 1.2316,                0.80622,                 1.3376,                0.87249,                0.87304,                0.91709,                0.72011,                0.99748,                0.80144,                 1.2445,               0.003037,               0.003037,               0.003037
                    214,                 1.2304,                0.81293,                 1.3308,                0.87484,                0.86828,                0.91986,                0.72125,                0.99772,                0.79793,                 1.2417,               0.003004,               0.003004,               0.003004
                    215,                 1.2133,                0.80239,                 1.3327,                  0.862,                0.87281,                0.91954,                0.72195,                0.99656,                0.78462,                 1.2404,               0.002971,               0.002971,               0.002971
                    216,                 1.2255,                0.81207,                 1.3334,                0.86713,                 0.8696,                0.91795,                0.72068,                0.99713,                0.79961,                 1.2377,               0.002938,               0.002938,               0.002938
                    217,                 1.2025,                0.78764,                 1.3184,                0.87016,                0.87767,                0.91767,                0.72071,                0.99765,                0.78207,                 1.2412,               0.002905,               0.002905,               0.002905
                    218,                 1.2169,                0.78847,                 1.3247,                0.87604,                0.86375,                0.91867,                0.71996,                0.99796,                0.77269,                 1.2442,               0.002872,               0.002872,               0.002872
                    219,                 1.2152,                0.79416,                 1.3297,                0.85662,                0.87852,                0.91755,                0.72065,                0.99862,                0.78491,                 1.2517,               0.002839,               0.002839,               0.002839
                    220,                 1.2119,                0.78184,                 1.3199,                0.87945,                0.86102,                0.91808,                0.72117,                 1.0001,                0.79129,                 1.2525,               0.002806,               0.002806,               0.002806
                    221,                 1.2032,                0.77976,                 1.3217,                0.86429,                0.87643,                0.91878,                0.72154,                0.99561,                0.78736,                  1.246,               0.002773,               0.002773,               0.002773
                    222,                  1.212,                0.78603,                 1.3258,                0.88218,                0.86358,                0.91762,                0.72105,                0.99719,                0.78709,                 1.2482,                0.00274,                0.00274,                0.00274
                    223,                 1.2067,                 0.7877,                 1.3228,                0.86418,                0.87732,                0.91837,                0.72376,                 0.9983,                0.79236,                 1.2435,               0.002707,               0.002707,               0.002707
                    224,                  1.212,                0.77965,                 1.3254,                0.88338,                0.86168,                0.92103,                0.72549,                 0.9925,                  0.778,                 1.2368,               0.002674,               0.002674,               0.002674
                    225,                 1.1995,                 0.7802,                 1.3163,                0.87018,                0.88397,                 0.9223,                0.72454,                 0.9929,                0.77565,                 1.2376,               0.002641,               0.002641,               0.002641
                    226,                 1.2064,                0.77979,                 1.3198,                0.87567,                0.86439,                0.92095,                0.72443,                 0.9943,                0.76732,                 1.2395,               0.002608,               0.002608,               0.002608
                    227,                 1.1925,                0.77857,                 1.3216,                0.86325,                0.88407,                 0.9207,                0.72317,                0.99491,                0.77613,                 1.2397,               0.002575,               0.002575,               0.002575
                    228,                 1.2041,                0.77778,                 1.3269,                0.86329,                0.88413,                0.91741,                 0.7206,                0.99289,                0.77552,                 1.2384,               0.002542,               0.002542,               0.002542
                    229,                  1.198,                0.77306,                  1.322,                0.86024,                0.87472,                0.91744,                0.71917,                 1.0006,                0.78483,                 1.2472,               0.002509,               0.002509,               0.002509
                    230,                 1.1926,                0.77584,                 1.3113,                0.86221,                 0.8764,                 0.9201,                0.72089,                0.99845,                0.77535,                 1.2414,               0.002476,               0.002476,               0.002476
                    231,                 1.1979,                0.77353,                 1.3125,                0.87027,                0.87611,                0.91737,                0.71897,                  1.004,                0.78061,                 1.2424,               0.002443,               0.002443,               0.002443
                    232,                 1.1989,                0.77615,                 1.3213,                0.87921,                0.86735,                0.91793,                0.72006,                  1.001,                0.78574,                 1.2435,                0.00241,                0.00241,                0.00241
                    233,                 1.1842,                0.76553,                 1.3159,                0.86242,                0.88624,                0.92014,                0.72276,                0.99863,                0.78839,                 1.2447,               0.002377,               0.002377,               0.002377
                    234,                 1.1819,                 0.7601,                 1.3045,                0.87135,                0.87611,                0.92195,                0.72293,                 1.0025,                0.77396,                 1.2495,               0.002344,               0.002344,               0.002344
                    235,                 1.1921,                0.76764,                 1.3094,                0.85605,                0.88273,                0.92362,                0.72536,                 1.0024,                 0.7663,                 1.2503,               0.002311,               0.002311,               0.002311
                    236,                 1.1914,                0.76762,                 1.3115,                0.87303,                0.87409,                0.92161,                0.72397,                0.99532,                0.77974,                 1.2423,               0.002278,               0.002278,               0.002278
                    237,                 1.1844,                0.74987,                 1.3072,                0.87408,                0.87095,                0.92189,                0.72416,                0.99626,                 0.7795,                  1.242,               0.002245,               0.002245,               0.002245
                    238,                 1.1859,                 0.7577,                 1.3058,                0.86296,                0.88132,                0.91955,                0.72257,                 0.9964,                  0.786,                 1.2386,               0.002212,               0.002212,               0.002212
                    239,                 1.1744,                0.75625,                 1.3033,                0.87254,                0.87611,                0.92127,                0.72462,                0.99512,                0.78344,                 1.2389,               0.002179,               0.002179,               0.002179
                    240,                 1.1719,                0.75215,                 1.2935,                0.87347,                0.87844,                0.92174,                0.72477,                0.99425,                0.78247,                 1.2383,               0.002146,               0.002146,               0.002146
                    241,                  1.174,                0.74663,                 1.2987,                0.87962,                0.87168,                0.92083,                0.72792,                0.99284,                0.78331,                 1.2391,               0.002113,               0.002113,               0.002113
                    242,                 1.1847,                0.75301,                  1.308,                0.88026,                0.86796,                0.91982,                0.72586,                0.99889,                0.79307,                 1.2436,                0.00208,                0.00208,                0.00208
                    243,                 1.1782,                0.74214,                 1.2987,                0.86294,                0.88179,                0.92132,                0.72504,                 1.0004,                0.78541,                 1.2445,               0.002047,               0.002047,               0.002047
                    244,                 1.1764,                0.74772,                 1.2965,                0.87109,                0.87402,                0.92253,                0.72444,                 0.9982,                0.78295,                 1.2451,               0.002014,               0.002014,               0.002014
                    245,                 1.1803,                0.74881,                 1.3011,                0.87407,                0.87285,                0.92116,                0.72402,                 1.0009,                0.77861,                   1.25,               0.001981,               0.001981,               0.001981
                    246,                 1.1695,                0.73622,                 1.2968,                0.87099,                0.87008,                0.91826,                0.72157,                  1.002,                 0.7781,                 1.2463,               0.001948,               0.001948,               0.001948
                    247,                 1.1759,                0.73812,                 1.2926,                 0.8669,                0.87189,                0.92051,                0.72463,                 1.0041,                0.78052,                 1.2527,               0.001915,               0.001915,               0.001915
                    248,                 1.1576,                0.73324,                 1.2841,                0.87048,                0.87343,                0.91975,                0.72365,                 1.0043,                0.79276,                 1.2524,               0.001882,               0.001882,               0.001882
                    249,                 1.1734,                0.73969,                 1.3056,                0.86959,                0.87236,                 0.9199,                0.72276,                 1.0027,                0.79159,                 1.2527,               0.001849,               0.001849,               0.001849
                    250,                 1.1499,                0.72761,                 1.2805,                0.86465,                0.87403,                0.92181,                0.72594,                 1.0038,                0.77981,                 1.2525,               0.001816,               0.001816,               0.001816
                    251,                 1.1627,                0.73908,                 1.2995,                0.88436,                0.86439,                0.91961,                0.72408,                 1.0028,                0.78035,                 1.2478,               0.001783,               0.001783,               0.001783
                    252,                 1.1633,                0.73175,                 1.2878,                0.86938,                0.86845,                0.92029,                0.72344,                 1.0028,                0.78673,                 1.2497,                0.00175,                0.00175,                0.00175
                    253,                 1.1595,                 0.7249,                 1.2868,                0.87526,                 0.8724,                0.92145,                0.72543,                 1.0017,                0.78692,                 1.2503,               0.001717,               0.001717,               0.001717
                    254,                 1.1578,                0.72975,                 1.2956,                0.88392,                0.86848,                0.92208,                0.72814,                 0.9986,                 0.7842,                 1.2449,               0.001684,               0.001684,               0.001684
                    255,                 1.1578,                0.72817,                 1.2892,                0.88306,                0.86746,                0.92097,                0.72558,                  1.001,                0.78633,                 1.2481,               0.001651,               0.001651,               0.001651
                    256,                 1.1474,                0.71711,                 1.2809,                0.87703,                 0.8716,                0.92025,                0.72492,                  1.001,                0.79039,                 1.2499,               0.001618,               0.001618,               0.001618
                    257,                 1.1414,                 0.7205,                 1.2814,                0.87585,                0.86963,                0.92019,                0.72497,                 1.0019,                0.79442,                   1.25,               0.001585,               0.001585,               0.001585
                    258,                 1.1461,                0.71779,                 1.2831,                 0.8673,                0.87629,                0.92095,                0.72474,                0.99706,                0.79721,                 1.2458,               0.001552,               0.001552,               0.001552
                    259,                 1.1314,                0.70483,                 1.2639,                 0.8797,                0.87229,                0.91996,                0.72449,                0.99352,                0.79345,                 1.2408,               0.001519,               0.001519,               0.001519
                    260,                 1.1546,                0.72397,                 1.2805,                0.86944,                0.87461,                0.91978,                0.72468,                0.99499,                0.79537,                 1.2429,               0.001486,               0.001486,               0.001486
                    261,                 1.1426,                0.70876,                  1.272,                0.86323,                0.87969,                0.92079,                0.72465,                0.99939,                0.79556,                 1.2445,               0.001453,               0.001453,               0.001453
                    262,                  1.122,                0.70169,                 1.2664,                0.86426,                0.87133,                0.92083,                0.72564,                0.99826,                0.79775,                 1.2436,                0.00142,                0.00142,                0.00142
                    263,                 1.1389,                0.71089,                 1.2804,                0.87105,                0.86432,                0.92089,                0.72562,                0.99835,                0.79489,                  1.245,               0.001387,               0.001387,               0.001387
                    264,                 1.1328,                0.70156,                 1.2645,                 0.8767,                0.86637,                0.92152,                0.72591,                 1.0023,                0.79464,                 1.2488,               0.001354,               0.001354,               0.001354
                    265,                 1.1268,                0.69881,                  1.257,                0.87715,                  0.868,                0.92041,                0.72501,                  1.004,                0.79807,                 1.2504,               0.001321,               0.001321,               0.001321
                    266,                 1.1339,                0.70044,                 1.2679,                0.87163,                0.86588,                0.91889,                0.72434,                 1.0032,                0.79835,                 1.2474,               0.001288,               0.001288,               0.001288
                    267,                 1.1351,                0.70597,                 1.2731,                0.87077,                 0.8682,                0.91866,                0.72352,                0.99903,                0.79302,                  1.247,               0.001255,               0.001255,               0.001255
                    268,                 1.1312,                0.69717,                 1.2619,                0.86908,                0.87294,                0.91878,                0.72306,                 1.0005,                0.78607,                 1.2493,               0.001222,               0.001222,               0.001222
                    269,                 1.1305,                0.70079,                  1.265,                0.87644,                0.86143,                0.92077,                0.72554,                0.99841,                0.78696,                 1.2483,               0.001189,               0.001189,               0.001189
                    270,                 1.1229,                0.68851,                 1.2559,                0.87953,                0.86098,                0.91959,                0.72571,                0.99413,                0.78643,                 1.2447,               0.001156,               0.001156,               0.001156
                    271,                 1.1214,                0.69489,                  1.263,                0.87259,                0.86961,                0.92025,                0.72572,                0.99424,                0.78709,                 1.2451,               0.001123,               0.001123,               0.001123
                    272,                 1.1123,                0.69045,                 1.2555,                0.87267,                 0.8655,                0.92062,                0.72676,                0.99447,                  0.785,                 1.2445,                0.00109,                0.00109,                0.00109
                    273,                 1.1108,                0.68008,                 1.2625,                0.87251,                0.86764,                0.92025,                0.72691,                 0.9983,                0.78803,                 1.2461,               0.001057,               0.001057,               0.001057
                    274,                 1.1111,                0.68529,                 1.2515,                0.86878,                0.87625,                0.92077,                0.72742,                 1.0029,                0.78904,                 1.2518,               0.001024,               0.001024,               0.001024
                    275,                 1.1099,                0.67817,                 1.2567,                0.86358,                0.87973,                0.92099,                0.72791,                0.99783,                0.78642,                 1.2516,               0.000991,               0.000991,               0.000991
                    276,                  1.101,                0.67888,                 1.2523,                0.86422,                0.88012,                0.92028,                 0.7263,                0.99971,                0.79107,                 1.2558,               0.000958,               0.000958,               0.000958
                    277,                 1.1087,                0.68098,                 1.2601,                0.87008,                0.87788,                0.91997,                0.72549,                0.99858,                0.79044,                 1.2539,               0.000925,               0.000925,               0.000925
                    278,                 1.0972,                 0.6811,                 1.2491,                0.87041,                0.87616,                 0.9194,                0.72617,                 1.0003,                0.79612,                 1.2539,               0.000892,               0.000892,               0.000892
                    279,                 1.1032,                0.67025,                 1.2506,                0.87039,                0.87508,                0.91903,                 0.7257,                  1.002,                0.79896,                  1.257,               0.000859,               0.000859,               0.000859
                    280,                 1.1004,                0.67118,                  1.251,                0.86683,                0.88043,                0.91911,                 0.7256,                 1.0032,                0.80033,                 1.2562,               0.000826,               0.000826,               0.000826
                    281,                 1.0995,                  0.672,                 1.2482,                0.87072,                0.87209,                0.91937,                0.72555,                 1.0033,                0.79665,                 1.2561,               0.000793,               0.000793,               0.000793
                    282,                 1.0934,                0.66859,                 1.2413,                 0.8673,                 0.8787,                0.91928,                 0.7252,                 1.0052,                0.79878,                 1.2562,                0.00076,                0.00076,                0.00076
                    283,                  1.106,                0.67671,                 1.2561,                0.86559,                0.87334,                0.92001,                0.72556,                 1.0023,                0.79918,                 1.2539,               0.000727,               0.000727,               0.000727
                    284,                 1.0874,                0.66185,                 1.2344,                0.87483,                0.86346,                0.91931,                0.72516,                 1.0044,                0.80133,                 1.2545,               0.000694,               0.000694,               0.000694
                    285,                 1.0882,                 0.6605,                 1.2378,                0.86505,                0.86785,                0.91828,                0.72415,                 1.0042,                0.79958,                 1.2551,               0.000661,               0.000661,               0.000661
                    286,                 1.0887,                0.66235,                 1.2434,                0.86586,                0.87053,                0.91746,                0.72368,                 1.0015,                0.79821,                 1.2559,               0.000628,               0.000628,               0.000628
                    287,                 1.0934,                 0.6672,                  1.242,                0.86234,                0.87669,                0.91714,                0.72474,                 1.0029,                0.79673,                 1.2571,               0.000595,               0.000595,               0.000595
                    288,                 1.0852,                0.66216,                 1.2437,                0.86161,                0.87981,                0.91865,                0.72517,                 1.0035,                0.79438,                 1.2579,               0.000562,               0.000562,               0.000562
                    289,                 1.0877,                0.66036,                 1.2363,                 0.8647,                0.87654,                0.91929,                0.72586,                 1.0046,                0.79866,                 1.2578,               0.000529,               0.000529,               0.000529
                    290,                 1.0666,                0.64946,                 1.2215,                0.86083,                0.87778,                0.91966,                0.72696,                 1.0047,                0.79685,                 1.2601,               0.000496,               0.000496,               0.000496
                    291,                 1.0906,                0.64781,                 1.2632,                0.86387,                 0.8774,                0.91935,                0.72586,                 1.0075,                0.79686,                 1.2623,               0.000463,               0.000463,               0.000463
                    292,                 1.0695,                0.62594,                 1.2553,                0.87492,                 0.8705,                 0.9196,                0.72481,                 1.0083,                0.79547,                 1.2622,                0.00043,                0.00043,                0.00043
                    293,                 1.0633,                0.62384,                 1.2493,                0.86451,                0.87698,                0.91907,                0.72529,                 1.0099,                0.79741,                 1.2632,               0.000397,               0.000397,               0.000397
                    294,                 1.0548,                0.61554,                 1.2384,                0.86024,                0.88135,                 0.9192,                0.72539,                 1.0132,                0.79897,                  1.264,               0.000364,               0.000364,               0.000364
                    295,                 1.0535,                0.61065,                 1.2384,                0.85856,                0.88458,                0.91968,                0.72662,                 1.0124,                0.79526,                 1.2646,               0.000331,               0.000331,               0.000331
                    296,                 1.0579,                0.61145,                 1.2527,                0.86404,                0.87841,                0.91956,                0.72708,                 1.0108,                0.79386,                 1.2643,               0.000298,               0.000298,               0.000298
                    297,                 1.0396,                0.60126,                 1.2299,                0.85709,                0.88371,                0.91971,                0.72736,                   1.01,                0.79282,                 1.2636,               0.000265,               0.000265,               0.000265
                    298,                 1.0418,                0.59903,                 1.2322,                 0.8732,                0.87128,                 0.9196,                0.72767,                 1.0101,                0.79422,                 1.2634,               0.000232,               0.000232,               0.000232
                    299,                 1.0391,                0.59265,                 1.2346,                0.86669,                 0.8781,                0.91956,                0.72709,                 1.0096,                0.79736,                 1.2636,               0.000199,               0.000199,               0.000199
                    300,                 1.0369,                0.59274,                 1.2316,                0.86302,                0.88037,                0.91949,                0.72667,                 1.0106,                 0.8021,                 1.2643,               0.000166,               0.000166,               0.000166
